iso,unix,eui,x,y,z,dx,dy,dz,ecef_x,ecef_y,ecef_z,wgs84_lat,wgs84_lon,wgs84_alt,wgs84_heading,wgs84_speed
2016-08-18_18-42-13,1471545733.049052,deca010000000007,0.114,-0.046,0.151,-0.001,0.004,0.012,51.491468582938,7.412232267055,0.151,17.525,0.001
2016-08-18_18-42-13,1471545733.109743,deca010000000007,0.109,-0.048,0.144,-0.005,0.002,0.008,51.491468595183,7.412232189654,0.144,329.285,0.000
2016-08-18_18-42-13,1471545733.170301,deca010000000008,0.174,-2.349,-0.302,-0.052,-0.004,-0.105,51.491451352236,7.412213862762,-0.302,300.641,0.007
2016-08-18_18-42-13,1471545733.174490,deca010000000007,0.111,-0.048,0.148,-0.004,0.002,0.010,51.491468585772,7.412232207469,0.148,331.450,0.000
2016-08-18_18-42-13,1471545733.254866,deca010000000008,0.183,-2.353,-0.308,-0.040,-0.008,-0.105,51.491451277634,7.412213937302,-0.308,293.981,0.003
2016-08-18_18-42-13,1471545733.279120,deca010000000007,0.120,-0.048,0.147,0.006,0.002,0.007,51.491468537733,7.412232316843,0.147,104.175,0.001
2016-08-18_18-42-13,1471545733.335719,deca010000000008,0.185,-2.348,-0.302,-0.038,-0.004,-0.098,51.491451303480,7.412213996941,-0.302,299.440,0.003
2016-08-18_18-42-13,1471545733.391730,deca010000000007,0.111,-0.046,0.150,-0.004,0.003,0.011,51.491468592889,7.412232226276,0.150,343.712,0.001
2016-08-18_18-42-13,1471545733.420491,deca010000000008,0.193,-2.349,-0.298,-0.030,-0.006,-0.095,51.491451250348,7.412214080182,-0.298,294.632,0.003
2016-08-18_18-42-13,1471545733.444752,deca010000000007,0.115,-0.045,0.148,0.000,0.005,0.009,51.491468586488,7.412232277545,0.148,35.363,0.000
2016-08-18_18-42-13,1471545733.469324,deca010000000008,0.200,-2.344,-0.288,-0.024,-0.002,-0.089,51.491451251153,7.412214208347,-0.288,301.486,0.001
2016-08-18_18-42-13,1471545733.517828,deca010000000007,0.117,-0.048,0.150,0.002,0.002,0.009,51.491468554183,7.412232279456,0.150,82.063,0.000
2016-08-18_18-42-13,1471545733.554106,deca010000000008,0.207,-2.352,-0.282,-0.018,-0.009,-0.084,51.491451160424,7.412214213357,-0.282,279.183,0.002
2016-08-18_18-42-13,1471545733.638299,deca010000000007,0.114,-0.042,0.154,-0.002,0.007,0.012,51.491468606029,7.412232295675,0.154,22.698,0.001
2016-08-18_18-42-13,1471545733.690495,deca010000000008,0.198,-2.338,-0.267,-0.027,0.004,-0.073,51.491451308861,7.412214237560,-0.267,314.057,0.004
2016-08-18_18-42-13,1471545733.758672,deca010000000007,0.120,-0.041,0.168,0.001,0.008,0.021,51.491468591781,7.412232369970,0.168,41.442,0.001
2016-08-18_18-42-13,1471545733.823494,deca010000000007,0.117,-0.040,0.161,0.000,0.009,0.015,51.491468611895,7.412232351503,0.161,37.438,0.001
2016-08-18_18-42-13,1471545733.831781,deca010000000008,0.203,-2.336,-0.262,-0.023,0.005,-0.070,51.491451299148,7.412214305492,-0.262,318.316,0.003
2016-08-18_18-42-13,1471545733.891630,deca010000000007,0.115,-0.042,0.161,-0.001,0.006,0.015,51.491468606376,7.412232310951,0.161,21.885,0.000
2016-08-18_18-42-13,1471545733.972564,deca010000000008,0.204,-2.330,-0.257,-0.022,0.010,-0.064,51.491451342171,7.412214365590,-0.257,330.069,0.003
2016-08-18_18-42-14,1471545734.009156,deca010000000007,0.113,-0.040,0.166,-0.004,0.008,0.018,51.491468631355,7.412232302722,0.166,5.294,0.001
2016-08-18_18-42-14,1471545734.041540,deca010000000008,0.198,-2.326,-0.244,-0.027,0.013,-0.056,51.491451394355,7.412214332301,-0.244,330.783,0.002
2016-08-18_18-42-14,1471545734.102720,deca010000000008,0.190,-2.327,-0.232,-0.034,0.012,-0.047,51.491451433928,7.412214236347,-0.232,325.431,0.002
2016-08-18_18-42-14,1471545734.139283,deca010000000007,0.117,-0.037,0.158,0.001,0.010,0.012,51.491468632184,7.412232365893,0.158,41.435,0.001
2016-08-18_18-42-14,1471545734.212511,deca010000000008,0.200,-2.325,-0.234,-0.024,0.012,-0.047,51.491451395197,7.412214354266,-0.234,331.986,0.003
